Country,Donor,Sector,Year,Amount_USD,Region
Nepal,United Kingdom,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
Philippines,United States,IV.1. General Environment Protection,2023,0.10,Southeast Asia
Philippines,UNHCR,VIII.1. Emergency Response,2023,0.10,Southeast Asia
Nepal,Switzerland,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
India,Austria,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Kenya,Germany,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Nepal,Nordic Development Fund,III.2.a. Industry,2023,0.10,South Asia
Philippines,United Kingdom,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Myanmar,World Health Organisation,I.2.b. Basic Health,2023,0.10,Southeast Asia
Ethiopia,Germany,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
India,Germany,I.1.b. Basic Education,2023,0.10,South Asia
Nigeria,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Ghana,Canada,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Ghana,Canada,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
India,Germany,I.2.b. Basic Health,2023,0.10,South Asia
Ethiopia,Germany,I.4. Water Supply & Sanitation,2023,0.10,Sub-Saharan Africa
Ghana,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Ghana,Global Green Growth Institute,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Kenya,Global Green Growth Institute,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Sri Lanka,UNHCR,VIII.1. Emergency Response,2023,0.10,Other
Nepal,Switzerland,VIII.1. Emergency Response,2023,0.10,South Asia
Indonesia,Germany,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Myanmar,Germany,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Kenya,Germany,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Nigeria,United Kingdom,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Ethiopia,Germany,IV.2. Other Multisector,2023,0.10,Sub-Saharan Africa
Bangladesh,Germany,I.1.c. Secondary Education,2023,0.10,South Asia
Nigeria,United Kingdom,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Ghana,World Health Organisation,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Philippines,Italy,I.4. Water Supply & Sanitation,2023,0.10,Southeast Asia
India,International Bank for Reconstruction and Development,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Ghana,United States,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Pakistan,Germany,I.1.c. Secondary Education,2023,0.10,South Asia
India,Germany,IV.2. Other Multisector,2023,0.10,South Asia
India,Italy,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
India,Germany,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Ghana,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Myanmar,World Health Organisation,I.2.b. Basic Health,2023,0.10,Southeast Asia
Myanmar,Germany,I.4. Water Supply & Sanitation,2023,0.10,Southeast Asia
Nepal,United Kingdom,VIII.3. Disaster Prevention & Preparedness,2023,0.10,South Asia
Kenya,Germany,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Ethiopia,United Arab Emirates,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
India,EU Institutions,III.3.a. Trade Policies & Regulations,2023,0.10,South Asia
Indonesia,Australia,IV.2. Other Multisector,2023,0.10,Southeast Asia
Ethiopia,Canada,III.2.a. Industry,2023,0.10,Sub-Saharan Africa
Mongolia,Asian Development Bank,I.6. Other Social Infrastructure & Services,2023,0.10,East Asia
Myanmar,World Health Organisation,I.2.b. Basic Health,2023,0.10,Southeast Asia
India,Germany,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
India,Germany,III.1.a. Agriculture,2023,0.10,South Asia
India,United Kingdom,II.4. Banking & Financial Services,2023,0.10,South Asia
India,Germany,IV.2. Other Multisector,2023,0.10,South Asia
Kenya,Canada,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Pakistan,United Arab Emirates,I.1.d. Post-Secondary Education,2023,0.10,South Asia
Indonesia,France,I.6. Other Social Infrastructure & Services,2023,0.10,Southeast Asia
Bangladesh,World Health Organisation,"I.2.a. Health, General",2023,0.10,South Asia
Myanmar,Canada,VIII.1. Emergency Response,2023,0.10,Southeast Asia
Ethiopia,Canada,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Ghana,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Uzbekistan,United Kingdom,I.5.a. Government & Civil Society-general,2023,0.10,Central Asia
Ethiopia,Germany,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Kenya,Italy,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Kenya,Italy,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
India,Germany,I.2.b. Basic Health,2023,0.10,South Asia
Indonesia,Germany,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Nepal,Canada,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Nepal,Germany,"I.2.a. Health, General",2023,0.10,South Asia
Kenya,Sweden,III.3.a. Trade Policies & Regulations,2023,0.10,Sub-Saharan Africa
Ghana,Canada,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Kenya,Canada,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Kenya,Canada,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Bangladesh,Germany,I.2.b. Basic Health,2023,0.10,South Asia
Ethiopia,Canada,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Nigeria,United Kingdom,"I.1.a. Education, Level Unspecified",2023,0.10,Sub-Saharan Africa
Ghana,Sweden,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Nepal,Germany,IV.2. Other Multisector,2023,0.10,South Asia
India,Italy,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
India,United Kingdom,IV.1. General Environment Protection,2023,0.10,South Asia
India,Italy,I.2.b. Basic Health,2023,0.10,South Asia
Indonesia,Germany,"II.3.b. Energy generation, renewable sources",2023,0.10,Southeast Asia
India,Asian Development Bank,II.4. Banking & Financial Services,2023,0.10,South Asia
Nepal,United Kingdom,IV.1. General Environment Protection,2023,0.10,South Asia
Bangladesh,Canada,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
India,Germany,III.1.a. Agriculture,2023,0.10,South Asia
Ethiopia,Germany,IV.2. Other Multisector,2023,0.10,Sub-Saharan Africa
Ghana,Canada,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Myanmar,Switzerland,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Indonesia,Germany,I.1.d. Post-Secondary Education,2023,0.10,Southeast Asia
Ghana,Canada,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Nepal,Canada,III.1.b. Forestry,2023,0.10,South Asia
Mongolia,EU Institutions,IV.2. Other Multisector,2023,0.10,East Asia
Ghana,Canada,"I.2.a. Health, General",2023,0.10,Sub-Saharan Africa
Ethiopia,Germany,I.1.b. Basic Education,2023,0.10,Sub-Saharan Africa
Kenya,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Pakistan,Germany,IV.1. General Environment Protection,2023,0.10,South Asia
Ghana,Canada,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Bangladesh,United States,IV.1. General Environment Protection,2023,0.10,South Asia
Bangladesh,Australia,I.2.b. Basic Health,2023,0.10,South Asia
India,Italy,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
Ghana,Canada,III.2.a. Industry,2023,0.10,Sub-Saharan Africa
India,Germany,"I.2.a. Health, General",2023,0.10,South Asia
India,Germany,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Ghana,United States,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Bangladesh,United Kingdom,VIII.1. Emergency Response,2023,0.10,South Asia
Myanmar,Canada,VIII.1. Emergency Response,2023,0.10,Southeast Asia
Kenya,Germany,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Kenya,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
India,International Bank for Reconstruction and Development,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Kenya,Germany,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Ghana,Canada,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Ghana,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
India,Italy,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
Kenya,Germany,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Nepal,United Kingdom,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Philippines,United Kingdom,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
India,Germany,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Kenya,Germany,I.1.b. Basic Education,2023,0.10,Sub-Saharan Africa
Nepal,EU Institutions,I.1.b. Basic Education,2023,0.10,South Asia
Kenya,Germany,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Nigeria,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Nepal,Germany,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
India,Germany,III.2.a. Industry,2023,0.10,South Asia
Uzbekistan,United Arab Emirates,VI.2. Development Food Assistance,2023,0.10,Central Asia
Nepal,Germany,I.1.b. Basic Education,2023,0.10,South Asia
India,Germany,I.1.c. Secondary Education,2023,0.10,South Asia
Ghana,United Kingdom,I.1.d. Post-Secondary Education,2023,0.10,Sub-Saharan Africa
Pakistan,World Health Organisation,I.2.b. Basic Health,2023,0.10,South Asia
India,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Ghana,United Kingdom,"I.5.b. Conflict, Peace & Security",2023,0.10,Sub-Saharan Africa
Ghana,United Kingdom,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Indonesia,Germany,III.1.a. Agriculture,2023,0.10,Southeast Asia
Ethiopia,Germany,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Ethiopia,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Pakistan,Germany,IV.2. Other Multisector,2023,0.10,South Asia
Bangladesh,Switzerland,IX. Unallocated / Unspecified,2023,0.10,South Asia
Indonesia,Japan,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Kenya,Japan,"I.1.a. Education, Level Unspecified",2023,0.10,Sub-Saharan Africa
Ghana,Austria,"I.5.b. Conflict, Peace & Security",2023,0.10,Sub-Saharan Africa
Kenya,Italy,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Bangladesh,Australia,IX. Unallocated / Unspecified,2023,0.10,South Asia
Ghana,Canada,"I.2.a. Health, General",2023,0.10,Sub-Saharan Africa
Ghana,Canada,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Myanmar,Germany,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Kenya,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Nigeria,Germany,IV.2. Other Multisector,2023,0.10,Sub-Saharan Africa
Nigeria,Global Alliance for Vaccines and Immunization,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Uzbekistan,International Development Association,II.2. Communications,2023,0.10,Central Asia
Nigeria,United States,"II.3.b. Energy generation, renewable sources",2023,0.10,Sub-Saharan Africa
Nigeria,EU Institutions,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Nigeria,Switzerland,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Nigeria,EU Institutions,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Sri Lanka,Germany,III.1.c. Fishing,2023,0.10,Other
Ethiopia,Austria,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Philippines,Germany,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Indonesia,United Kingdom,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Southeast Asia
Nepal,Germany,IV.2. Other Multisector,2023,0.10,South Asia
India,Germany,I.2.b. Basic Health,2023,0.10,South Asia
Nigeria,United States,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Mongolia,Japan,III.1.b. Forestry,2023,0.10,East Asia
Kenya,World Health Organisation,"I.2.a. Health, General",2023,0.10,Sub-Saharan Africa
Ghana,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Nigeria,Global Alliance for Vaccines and Immunization,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
India,Switzerland,IX. Unallocated / Unspecified,2023,0.10,South Asia
Pakistan,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
India,Italy,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
India,Germany,II.5. Business & Other Services,2023,0.10,South Asia
India,UNICEF,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Indonesia,UNFPA,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Southeast Asia
India,UNICEF,I.1.b. Basic Education,2023,0.10,South Asia
Nigeria,UNFPA,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Indonesia,UNICEF,I.4. Water Supply & Sanitation,2023,0.10,Southeast Asia
India,UNFPA,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
India,UNFPA,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Nepal,UNFPA,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Bangladesh,UNFPA,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Bangladesh,UNFPA,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Sri Lanka,Saudi Arabia,VI.2. Development Food Assistance,2023,0.10,Other
Nigeria,Canada,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Kenya,Korea,II.1. Transport & Storage,2023,0.10,Sub-Saharan Africa
Indonesia,Korea,II.1. Transport & Storage,2023,0.10,Southeast Asia
Philippines,Korea,II.1. Transport & Storage,2023,0.10,Southeast Asia
Bangladesh,France,IV.1. General Environment Protection,2023,0.10,South Asia
Bangladesh,Sweden,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
India,Australia,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Kenya,Canada,IV.2. Other Multisector,2023,0.10,Sub-Saharan Africa
Indonesia,Australia,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Kenya,Canada,"I.1.a. Education, Level Unspecified",2023,0.10,Sub-Saharan Africa
Ghana,Canada,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Myanmar,Canada,"I.5.b. Conflict, Peace & Security",2023,0.10,Southeast Asia
Bangladesh,Canada,"I.5.b. Conflict, Peace & Security",2023,0.10,South Asia
Philippines,Sweden,IV.2. Other Multisector,2023,0.10,Southeast Asia
Nigeria,Sweden,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Ghana,Canada,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Ghana,Canada,"I.1.a. Education, Level Unspecified",2023,0.10,Sub-Saharan Africa
Ghana,Canada,I.1.c. Secondary Education,2023,0.10,Sub-Saharan Africa
India,Korea,I.1.b. Basic Education,2023,0.10,South Asia
India,Australia,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Indonesia,Australia,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Kenya,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Nigeria,Canada,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Nigeria,France,I.1.c. Secondary Education,2023,0.10,Sub-Saharan Africa
Uzbekistan,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,Central Asia
Nigeria,Canada,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Nigeria,Canada,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Nepal,Korea,II.2. Communications,2023,0.10,South Asia
Indonesia,Global Alliance for Vaccines and Immunization,I.2.b. Basic Health,2023,0.10,Southeast Asia
India,Climate Investment Funds,"II.3.b. Energy generation, renewable sources",2023,0.10,South Asia
Philippines,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Bangladesh,Climate Investment Funds,"II.3.b. Energy generation, renewable sources",2023,0.10,South Asia
Nepal,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Pakistan,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Philippines,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.10,Southeast Asia
Philippines,Korea,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Nigeria,EU Institutions,II.3.a. Energy Policy,2023,0.10,Sub-Saharan Africa
Nigeria,Islamic Development Bank,"I.1.a. Education, Level Unspecified",2023,0.10,Sub-Saharan Africa
Indonesia,Australia,"I.2.a. Health, General",2023,0.10,Southeast Asia
Pakistan,Korea,III.1.a. Agriculture,2023,0.10,South Asia
India,France,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Kenya,Australia,IV.2. Other Multisector,2023,0.10,Sub-Saharan Africa
Ethiopia,France,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Bangladesh,Korea,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Indonesia,Australia,III.2.a. Industry,2023,0.10,Southeast Asia
Ethiopia,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Bangladesh,United States,IV.2. Other Multisector,2023,0.10,South Asia
Nigeria,Canada,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Philippines,Korea,IX. Unallocated / Unspecified,2023,0.10,Southeast Asia
Philippines,United States,Administrative Costs of Donors,2023,0.10,Southeast Asia
Mongolia,Japan,IV.2. Other Multisector,2023,0.10,East Asia
Bangladesh,Korea,IX. Unallocated / Unspecified,2023,0.10,South Asia
Ghana,France,"I.2.a. Health, General",2023,0.10,Sub-Saharan Africa
Philippines,United States,VIII.1. Emergency Response,2023,0.10,Southeast Asia
Kenya,Sweden,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Sri Lanka,Food and Agriculture Organisation,III.1.c. Fishing,2023,0.10,Other
Kenya,United States,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Nigeria,Canada,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Indonesia,Australia,IV.2. Other Multisector,2023,0.10,Southeast Asia
Nigeria,Sweden,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Pakistan,Canada,I.2.b. Basic Health,2023,0.10,South Asia
Ethiopia,Sweden,"II.3.b. Energy generation, renewable sources",2023,0.10,Sub-Saharan Africa
Kenya,Sweden,"II.3.b. Energy generation, renewable sources",2023,0.10,Sub-Saharan Africa
Kenya,Sweden,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Nigeria,Canada,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Nigeria,Canada,II.5. Business & Other Services,2023,0.10,Sub-Saharan Africa
Philippines,Canada,III.2.a. Industry,2023,0.10,Southeast Asia
Philippines,Food and Agriculture Organisation,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Nigeria,Sweden,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Philippines,Australia,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Ethiopia,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Pakistan,Food and Agriculture Organisation,III.1.a. Agriculture,2023,0.10,South Asia
Kenya,Sweden,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Myanmar,Food and Agriculture Organisation,III.1.a. Agriculture,2023,0.10,Southeast Asia
Bangladesh,Australia,IV.2. Other Multisector,2023,0.10,South Asia
Nepal,Korea,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Uzbekistan,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.10,Central Asia
Pakistan,United States,VIII.1. Emergency Response,2023,0.10,South Asia
Nigeria,International Bank for Reconstruction and Development,II.4. Banking & Financial Services,2023,0.10,Sub-Saharan Africa
Nigeria,Korea,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Uzbekistan,EU Institutions,II.5. Business & Other Services,2023,0.10,Central Asia
India,Australia,I.1.b. Basic Education,2023,0.10,South Asia
Uzbekistan,Korea,II.2. Communications,2023,0.10,Central Asia
Ethiopia,Sweden,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Philippines,Australia,IV.2. Other Multisector,2023,0.10,Southeast Asia
Nepal,Sweden,I.2.c. Non-communicable diseases (NCDs),2023,0.10,South Asia
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Ethiopia,Canada,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Philippines,EU Institutions,VIII.1. Emergency Response,2023,0.10,Southeast Asia
Philippines,Canada,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Nepal,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Nepal,Korea,III.3.b. Tourism,2023,0.10,South Asia
Indonesia,Korea,III.3.b. Tourism,2023,0.10,Southeast Asia
Mongolia,Korea,III.3.b. Tourism,2023,0.10,East Asia
Philippines,Korea,III.3.b. Tourism,2023,0.10,Southeast Asia
Mongolia,United States,VIII.1. Emergency Response,2023,0.10,East Asia
India,United States,Administrative Costs of Donors,2023,0.10,South Asia
India,United States,Administrative Costs of Donors,2023,0.10,South Asia
Philippines,United States,Administrative Costs of Donors,2023,0.10,Southeast Asia
Ghana,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Bangladesh,Canada,"I.2.a. Health, General",2023,0.10,South Asia
Nigeria,Korea,"I.5.b. Conflict, Peace & Security",2023,0.10,Sub-Saharan Africa
Nigeria,United States,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Mongolia,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.10,East Asia
Bangladesh,Australia,VIII.1. Emergency Response,2023,0.10,South Asia
Bangladesh,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
India,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Ethiopia,Czechia,I.4. Water Supply & Sanitation,2023,0.10,Sub-Saharan Africa
Kenya,United States,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Ghana,Korea,IV.2. Other Multisector,2023,0.10,Sub-Saharan Africa
Pakistan,Canada,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Nepal,Sweden,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Pakistan,International Labour Organisation,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Pakistan,Canada,II.5. Business & Other Services,2023,0.10,South Asia
Nepal,Australia,II.4. Banking & Financial Services,2023,0.10,South Asia
Bangladesh,Australia,IV.2. Other Multisector,2023,0.10,South Asia
Ghana,France,I.1.d. Post-Secondary Education,2023,0.10,Sub-Saharan Africa
Philippines,Sweden,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Myanmar,Australia,VIII.1. Emergency Response,2023,0.10,Southeast Asia
Ghana,United States,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
India,Australia,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Bangladesh,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Uzbekistan,France,I.1.d. Post-Secondary Education,2023,0.10,Central Asia
Indonesia,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Indonesia,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Southeast Asia
Kenya,Sweden,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Kenya,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Myanmar,France,I.2.b. Basic Health,2023,0.10,Southeast Asia
Nepal,Australia,IV.2. Other Multisector,2023,0.10,South Asia
Pakistan,Australia,IV.2. Other Multisector,2023,0.10,South Asia
Bangladesh,Australia,IV.2. Other Multisector,2023,0.10,South Asia
Philippines,Australia,"I.1.a. Education, Level Unspecified",2023,0.10,Southeast Asia
Philippines,Australia,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Ethiopia,Sweden,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Nepal,France,I.1.d. Post-Secondary Education,2023,0.10,South Asia
Pakistan,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Kenya,Sweden,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Ethiopia,Sweden,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Philippines,United States,Administrative Costs of Donors,2023,0.10,Southeast Asia
Philippines,Sweden,IV.2. Other Multisector,2023,0.10,Southeast Asia
Kenya,Sweden,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Bangladesh,Sweden,IV.1. General Environment Protection,2023,0.10,South Asia
Kenya,Sweden,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Indonesia,Japan,IV.2. Other Multisector,2023,0.10,Southeast Asia
Philippines,Korea,I.1.d. Post-Secondary Education,2023,0.10,Southeast Asia
Uzbekistan,Israel,Administrative Costs of Donors,2023,0.10,Central Asia
Ethiopia,Czechia,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Philippines,Korea,I.1.c. Secondary Education,2023,0.10,Southeast Asia
Nigeria,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Nigeria,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Nigeria,International Labour Organisation,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Mongolia,France,IV.1. General Environment Protection,2023,0.10,East Asia
Myanmar,Czechia,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Ghana,Canada,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Ethiopia,Norway,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Ethiopia,EU Institutions,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Mongolia,France,III.1.a. Agriculture,2023,0.10,East Asia
Ethiopia,Denmark,"I.5.b. Conflict, Peace & Security",2023,0.10,Sub-Saharan Africa
Nigeria,Canada,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
India,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Kenya,Korea,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Pakistan,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
India,France,IV.1. General Environment Protection,2023,0.10,South Asia
Kenya,United States,IV.2. Other Multisector,2023,0.10,Sub-Saharan Africa
Kenya,Switzerland,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
